Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Budget_Growth_Pct,Total_Budget_Roll5,Social_Spend_Pct,Guns_Butter_Ratio,Era
Switzerland,1999,3.18,14.33,7.84,4.32,110.321,10.55,7.03,14.07,24.62,14.07,3.508,15.809,8.649,4.766,11.639,7.756,15.522,27.161,15.522,1.8068898055609406,112.77459999999999,60.86000000000001,0.05225106802497535,Post-Cold-War (1992-2007)
Switzerland,2000,3.11,14.45,7.84,4.19,99.675,10.56,7.04,14.08,24.65,14.08,3.1,14.403,7.815,4.176,10.526,7.017,14.034,24.57,14.034,-9.650021301474787,108.7366,61.019999999999996,0.05096689609963946,Post-Cold-War (1992-2007)
Switzerland,2001,3.05,15.26,8.7,4.17,96.8,10.32,6.88,13.76,24.09,13.76,2.952,14.772,8.422,4.037,9.99,6.66,13.32,23.319,13.32,-2.8843742162026564,104.09280000000001,61.809999999999995,0.04934476621905841,Post-Cold-War (1992-2007)
Switzerland,2002,2.73,15.18,8.84,3.72,116.172,10.43,6.95,13.91,24.34,13.91,3.171,17.635,10.27,4.322,12.117,8.074,16.159,28.276,16.159,20.012396694214885,106.2662,62.269999999999996,0.04384133611691023,Post-Cold-War (1992-2007)
Switzerland,2003,2.72,16.2,9.31,3.46,128.033,10.25,6.83,13.66,23.91,13.66,3.482,20.741,11.92,4.43,13.123,8.745,17.489,30.613,17.489,10.209861240230001,110.2002,63.08,0.04311984781230185,Post-Cold-War (1992-2007)
Switzerland,2004,2.63,16.1,9.31,3.47,141.492,10.28,6.85,13.7,23.98,13.7,3.721,22.78,13.173,4.91,14.545,9.692,19.384,33.93,19.384,10.512133590558692,116.43439999999998,63.09,0.04168647963227135,Post-Cold-War (1992-2007)
Switzerland,2005,2.57,15.7,9.39,3.88,143.721,10.27,6.85,13.69,23.96,13.69,3.694,22.564,13.495,5.576,14.76,9.845,19.675,34.436,19.675,1.575354083623104,125.24359999999999,62.739999999999995,0.0409627032196366,Post-Cold-War (1992-2007)
Switzerland,2006,2.47,15.85,9.34,4.34,143.821,10.2,6.8,13.6,23.8,13.6,3.552,22.796,13.433,6.242,14.67,9.78,19.56,34.229,19.56,0.06957925424955214,134.6478,62.589999999999996,0.0394631730308356,Post-Cold-War (1992-2007)
Switzerland,2007,2.44,15.56,9.56,3.88,154.728,10.28,6.86,13.71,24.0,13.71,3.775,24.076,14.792,6.003,15.906,10.614,21.213,37.135,21.213,7.583732556441691,142.359,62.830000000000005,0.038834951456310676,Post-Cold-War (1992-2007)
Switzerland,2008,2.41,15.89,9.78,3.56,173.23,10.25,6.84,13.67,23.93,13.67,4.175,27.526,16.942,6.167,17.756,11.849,23.681,41.454,23.681,11.957758130396545,151.39839999999998,63.27,0.03809072230124862,Post-GFC (2008-2019)
Switzerland,2009,2.31,15.52,9.97,2.98,180.77,10.38,6.92,13.84,24.23,13.84,4.176,28.055,18.023,5.387,18.764,12.509,25.019,43.801,25.019,4.352594816140409,159.254,63.56,0.03634361233480176,Post-GFC (2008-2019)
Switzerland,2010,2.19,15.29,10.26,2.76,193.034,10.43,6.95,13.9,24.33,13.9,4.227,29.515,19.805,5.328,20.133,13.416,26.832,46.965,26.832,6.784311556121025,169.1166,63.779999999999994,0.03433678269049859,Post-GFC (2008-2019)
Switzerland,2011,2.21,15.45,10.5,2.51,229.627,10.4,6.93,13.87,24.27,13.87,5.075,35.477,24.111,5.764,23.881,15.913,31.849,55.731,31.849,18.95676409337217,186.2778,64.09,0.034482758620689655,Post-GFC (2008-2019)
Switzerland,2012,2.11,15.47,10.86,2.26,218.643,10.39,6.93,13.86,24.25,13.86,4.613,33.824,23.745,4.941,22.717,15.152,30.304,53.021,30.304,-4.7834096164649615,199.06080000000003,64.44,0.032743637492240844,Post-GFC (2008-2019)
Switzerland,2013,2.19,15.09,10.56,1.95,228.588,10.53,7.02,14.04,24.57,14.04,5.006,34.494,24.139,4.457,24.07,16.047,32.094,56.164,32.094,4.548510585749366,210.13240000000002,64.25999999999999,0.03408029878618114,Post-GFC (2008-2019)
Switzerland,2014,1.97,15.32,10.79,1.8,234.186,10.52,7.01,14.02,24.54,14.02,4.613,35.877,25.269,4.215,24.636,16.416,32.833,57.469,32.833,2.448947451309791,220.8156,64.67,0.03046234730168548,Post-GFC (2008-2019)
Switzerland,2015,2.01,15.39,10.92,1.69,228.395,10.5,7.0,14.0,24.5,14.0,4.591,35.15,24.941,3.86,23.982,15.988,31.975,55.957,31.975,-2.472820749318916,227.88779999999997,64.81,0.031013732448696183,Post-GFC (2008-2019)
Switzerland,2016,2.05,15.36,11.18,1.46,228.647,10.49,7.0,13.99,24.48,13.99,4.687,35.12,25.563,3.338,23.985,16.005,31.988,55.973,31.988,0.11033516495544404,227.6918,65.00999999999999,0.03153361021381326,Post-GFC (2008-2019)
Switzerland,2017,2.05,15.46,11.32,1.23,230.746,10.49,6.99,13.99,24.48,13.99,4.73,35.673,26.12,2.838,24.205,16.129,32.281,56.487,32.281,0.9180089832799165,230.11239999999998,65.25,0.031417624521072794,Post-GFC (2008-2019)
Switzerland,2018,2.06,15.53,11.38,1.0,233.859,10.51,7.0,14.01,24.51,14.01,4.817,36.318,26.613,2.339,24.579,16.37,32.764,57.319,32.764,1.3491024763159443,231.16660000000002,65.43,0.03148402873299709,Post-GFC (2008-2019)
Switzerland,2019,2.18,15.68,11.51,0.9,234.381,10.46,6.97,13.95,24.41,13.95,5.109,36.751,26.977,2.109,24.516,16.336,32.696,57.212,32.696,0.22321142226726653,231.2056,65.55,0.03325705568268498,Post-GFC (2008-2019)
Switzerland,2020,2.09,14.27,11.18,0.68,286.719,10.77,7.18,14.36,25.12,14.36,5.992,40.915,32.055,1.95,30.88,20.586,41.173,72.024,41.173,22.330308344106385,242.87039999999996,64.93,0.0321885107038349,COVID era (2020+)
Switzerland,2021,1.96,14.61,11.95,0.58,298.127,10.64,7.09,14.18,24.82,14.18,5.843,43.556,35.626,1.729,31.721,21.137,42.274,73.995,42.274,3.9788085198399825,256.76640000000003,65.56,0.02989627821842587,COVID era (2020+)
Switzerland,2022,2.16,15.42,12.35,0.71,263.061,10.4,6.94,13.87,24.28,13.87,5.682,40.564,32.488,1.868,27.358,18.256,36.487,63.871,36.487,-11.762101386321945,263.2294,65.92,0.032766990291262135,COVID era (2020+)
Switzerland,2023,2.21,15.42,11.65,0.98,288.423,10.46,6.98,13.95,24.41,13.95,6.374,44.475,33.601,2.827,30.169,20.132,40.235,70.404,40.235,9.641109856649233,274.1422,65.43,0.03377655509705028,COVID era (2020+)
Switzerland,2024,2.27,15.42,11.65,0.98,301.31,10.45,6.97,13.94,24.39,13.94,6.84,46.462,35.103,2.953,31.487,21.001,42.003,73.49,42.003,4.468090270193437,287.52799999999996,65.4,0.03470948012232416,COVID era (2020+)
Switzerland,2025,2.27,15.42,11.65,0.98,324.178,10.45,6.97,13.94,24.39,13.94,7.359,49.988,37.767,3.177,33.877,22.595,45.19,79.067,45.19,7.589525737612424,295.0198,65.4,0.03470948012232416,COVID era (2020+)
Switzerland,2026,2.27,15.42,11.65,0.98,335.524,10.45,6.97,13.94,24.39,13.94,7.616,51.738,39.089,3.288,35.062,23.386,46.772,81.834,46.772,3.499929051323658,302.4992,65.4,0.03470948012232416,COVID era (2020+)
Thailand,1946,13.67,18.9,9.25,10.44,0.241,14.32,7.16,7.16,7.16,11.94,0.033,0.046,0.022,0.025,0.035,0.017,0.017,0.017,0.029,,0.241,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1947,13.67,18.9,9.25,10.44,0.253,14.32,7.16,7.16,7.16,11.94,0.035,0.048,0.023,0.026,0.036,0.018,0.018,0.018,0.03,4.9792531120331995,0.247,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1948,13.67,18.9,9.25,10.44,0.266,14.32,7.16,7.16,7.16,11.94,0.036,0.05,0.025,0.028,0.038,0.019,0.019,0.019,0.032,5.138339920948631,0.25333333333333335,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1949,13.67,18.9,9.25,10.44,0.279,14.32,7.16,7.16,7.16,11.94,0.038,0.053,0.026,0.029,0.04,0.02,0.02,0.02,0.033,4.8872180451127845,0.25975000000000004,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1950,13.67,18.9,9.25,10.44,0.293,14.32,7.16,7.16,7.16,11.94,0.04,0.055,0.027,0.031,0.042,0.021,0.021,0.021,0.035,5.017921146953386,0.2664,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1951,13.67,18.9,9.25,10.44,0.308,14.32,7.16,7.16,7.16,11.94,0.042,0.058,0.028,0.032,0.044,0.022,0.022,0.022,0.037,5.119453924914685,0.2798,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1952,13.67,18.9,9.25,10.44,0.323,14.32,7.16,7.16,7.16,11.94,0.044,0.061,0.03,0.034,0.046,0.023,0.023,0.023,0.039,4.870129870129869,0.2938,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1953,13.67,18.9,9.25,10.44,0.339,14.32,7.16,7.16,7.16,11.94,0.046,0.064,0.031,0.035,0.049,0.024,0.024,0.024,0.04,4.953560371517041,0.3084,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1954,13.67,18.9,9.25,10.44,0.356,14.32,7.16,7.16,7.16,11.94,0.049,0.067,0.033,0.037,0.051,0.026,0.026,0.026,0.043,5.014749262536866,0.3238,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1955,13.67,18.9,9.25,10.44,0.374,14.32,7.16,7.16,7.16,11.94,0.051,0.071,0.035,0.039,0.054,0.027,0.027,0.027,0.045,5.0561797752809,0.33999999999999997,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1956,13.67,18.9,9.25,10.44,0.393,14.32,7.16,7.16,7.16,11.94,0.054,0.074,0.036,0.041,0.056,0.028,0.028,0.028,0.047,5.080213903743314,0.357,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1957,13.67,18.9,9.25,10.44,0.412,14.32,7.16,7.16,7.16,11.94,0.056,0.078,0.038,0.043,0.059,0.03,0.03,0.03,0.049,4.834605597964359,0.37479999999999997,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1958,13.67,18.9,9.25,10.44,0.433,14.32,7.16,7.16,7.16,11.94,0.059,0.082,0.04,0.045,0.062,0.031,0.031,0.031,0.052,5.0970873786407855,0.3936,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1959,13.67,18.9,9.25,10.44,0.455,14.32,7.16,7.16,7.16,11.94,0.062,0.086,0.042,0.047,0.065,0.033,0.033,0.033,0.054,5.0808314087759765,0.41340000000000005,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1960,13.67,18.9,9.25,10.44,0.477,14.32,7.16,7.16,7.16,11.94,0.065,0.09,0.044,0.05,0.068,0.034,0.034,0.034,0.057,4.835164835164818,0.434,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1961,13.67,18.9,9.25,10.44,0.525,14.32,7.16,7.16,7.16,11.94,0.072,0.099,0.049,0.055,0.075,0.038,0.038,0.038,0.063,10.062893081761025,0.46040000000000003,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1962,13.67,18.9,9.25,10.44,0.572,14.32,7.16,7.16,7.16,11.94,0.078,0.108,0.053,0.06,0.082,0.041,0.041,0.041,0.068,8.952380952380935,0.49240000000000006,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1963,13.67,18.9,9.25,10.44,0.612,14.32,7.16,7.16,7.16,11.94,0.084,0.116,0.057,0.064,0.088,0.044,0.044,0.044,0.073,6.9930069930070005,0.5282,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1964,13.67,18.9,9.25,10.44,0.672,14.32,7.16,7.16,7.16,11.94,0.092,0.127,0.062,0.07,0.096,0.048,0.048,0.048,0.08,9.80392156862746,0.5716,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1965,13.67,18.9,9.25,10.44,0.759,14.32,7.16,7.16,7.16,11.94,0.104,0.143,0.07,0.079,0.109,0.054,0.054,0.054,0.091,12.946428571428559,0.6279999999999999,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1966,13.67,18.9,9.25,10.44,0.913,14.32,7.16,7.16,7.16,11.94,0.125,0.172,0.084,0.095,0.131,0.065,0.065,0.065,0.109,20.28985507246377,0.7056,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1967,13.67,18.9,9.25,10.44,0.975,14.32,7.16,7.16,7.16,11.94,0.133,0.184,0.09,0.102,0.14,0.07,0.07,0.07,0.116,6.790799561883887,0.7862,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1968,13.67,18.9,9.25,10.44,1.051,14.32,7.16,7.16,7.16,11.94,0.144,0.199,0.097,0.11,0.151,0.075,0.075,0.075,0.126,7.794871794871794,0.8739999999999999,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1969,13.67,18.9,9.25,10.44,1.157,14.32,7.16,7.16,7.16,11.94,0.158,0.219,0.107,0.121,0.166,0.083,0.083,0.083,0.138,10.085632730732641,0.9710000000000001,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1970,13.67,18.9,9.25,10.44,1.225,14.32,7.16,7.16,7.16,11.94,0.167,0.232,0.113,0.128,0.175,0.088,0.088,0.088,0.146,5.877268798617119,1.0642,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1971,13.67,18.9,9.25,10.44,1.275,14.32,7.16,7.16,7.16,11.94,0.174,0.241,0.118,0.133,0.183,0.091,0.091,0.091,0.152,4.081632653061207,1.1366,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1972,13.67,18.9,9.25,10.44,1.414,14.32,7.16,7.16,7.16,11.94,0.193,0.267,0.131,0.148,0.202,0.101,0.101,0.101,0.169,10.901960784313736,1.2244,42.47,0.32187426418648457,Cold War (1946-1991)
Thailand,1973,13.67,18.9,9.25,10.62,1.789,14.27,7.13,7.13,7.13,11.89,0.245,0.338,0.166,0.19,0.255,0.128,0.128,0.128,0.213,26.520509193776533,1.3719999999999999,42.410000000000004,0.3223296392360292,Cold War (1946-1991)
Thailand,1974,13.67,18.9,9.25,10.99,1.961,14.16,7.08,7.08,7.08,11.8,0.268,0.371,0.181,0.216,0.278,0.139,0.139,0.139,0.231,9.614309670206822,1.5328,42.309999999999995,0.3230914677381234,Cold War (1946-1991)
Thailand,1975,13.67,18.9,9.25,9.79,2.581,14.52,7.26,7.26,7.26,12.1,0.353,0.488,0.239,0.253,0.375,0.187,0.187,0.187,0.312,31.616522182559905,1.8039999999999998,42.669999999999995,0.32036559643777834,Cold War (1946-1991)
Thailand,1976,13.67,18.9,9.25,7.88,3.069,15.09,7.55,7.55,7.55,12.58,0.419,0.58,0.284,0.242,0.463,0.232,0.232,0.232,0.386,18.907400232468042,2.1628,43.24999999999999,0.3160693641618498,Cold War (1946-1991)
Thailand,1977,13.67,18.9,9.25,8.45,3.372,14.92,7.46,7.46,7.46,12.43,0.461,0.637,0.312,0.285,0.503,0.252,0.252,0.252,0.419,9.872922776148574,2.5544,43.07,0.3173902948688182,Cold War (1946-1991)
Thailand,1978,13.67,18.9,9.25,8.36,4.332,14.95,7.47,7.47,7.47,12.45,0.592,0.819,0.401,0.362,0.648,0.324,0.324,0.324,0.539,28.469750889679712,3.0629999999999997,43.089999999999996,0.3172429798097007,Cold War (1946-1991)
Thailand,1979,13.67,18.9,9.25,9.47,5.297,14.61,7.31,7.31,7.31,12.18,0.724,1.001,0.49,0.502,0.774,0.387,0.387,0.387,0.645,22.276084949215136,3.7302,42.77,0.31961655365910685,Cold War (1946-1991)
Thailand,1980,13.67,18.9,9.25,9.51,6.883,14.6,7.3,7.3,7.3,12.17,0.941,1.301,0.637,0.655,1.005,0.502,0.502,0.502,0.838,29.941476307343784,4.5906,42.74999999999999,0.3197660818713451,Cold War (1946-1991)
Thailand,1981,13.67,18.9,9.25,11.81,7.445,13.91,6.96,6.96,6.96,11.59,1.018,1.407,0.689,0.879,1.036,0.518,0.518,0.518,0.863,8.165044312073233,5.4658,42.07,0.32493463275493223,Cold War (1946-1991)
Thailand,1982,13.67,18.9,9.25,12.08,8.278,13.83,6.91,6.91,6.91,11.52,1.132,1.565,0.766,1.0,1.145,0.572,0.572,0.572,0.954,11.188717259905978,6.447,41.97,0.3257088396473672,Cold War (1946-1991)
Thailand,1983,13.67,18.9,9.25,14.97,8.974,12.96,6.48,6.48,6.48,10.8,1.227,1.696,0.83,1.343,1.163,0.582,0.582,0.582,0.969,8.407827977772397,7.375400000000001,41.11,0.33252250060812455,Cold War (1946-1991)
Thailand,1984,13.67,18.9,9.25,15.32,9.462,12.86,6.43,6.43,6.43,10.71,1.293,1.788,0.875,1.45,1.217,0.608,0.608,0.608,1.013,5.4379318029863954,8.208400000000001,41.01,0.33333333333333337,Cold War (1946-1991)
Thailand,1985,13.67,18.9,9.25,17.09,9.166,12.33,6.16,6.16,6.16,10.27,1.253,1.732,0.848,1.566,1.13,0.565,0.565,0.565,0.941,-3.128302684421891,8.665000000000001,40.47,0.33778107239930816,Cold War (1946-1991)
Thailand,1986,13.67,18.9,9.25,18.91,9.735,11.78,5.89,5.89,5.89,9.82,1.331,1.84,0.901,1.841,1.147,0.573,0.573,0.573,0.956,6.207724198123499,9.123,39.93,0.34234911094415227,Cold War (1946-1991)
Thailand,1987,13.67,18.9,9.25,19.05,10.428,11.74,5.87,5.87,5.87,9.78,1.426,1.971,0.965,1.987,1.224,0.612,0.612,0.612,1.02,7.118644067796631,9.553,39.88999999999999,0.34269240411130614,Cold War (1946-1991)
Thailand,1988,13.67,18.9,9.25,19.65,11.189,11.56,5.78,5.78,5.78,9.63,1.529,2.115,1.035,2.199,1.293,0.647,0.647,0.647,1.077,7.297660145761409,9.996,39.71,0.3442457819189121,Cold War (1946-1991)
Thailand,1989,13.67,18.9,9.25,18.98,12.521,11.76,5.88,5.88,5.88,9.8,1.712,2.367,1.158,2.377,1.472,0.736,0.736,0.736,1.227,11.904549110733754,10.607800000000001,39.910000000000004,0.3425206715108995,Cold War (1946-1991)
Thailand,1990,13.67,18.9,9.25,15.64,13.919,12.76,6.38,6.38,6.38,10.64,1.903,2.631,1.288,2.177,1.776,0.888,0.888,0.888,1.481,11.165242392780117,11.5584,40.910000000000004,0.3341481300415546,Cold War (1946-1991)
Thailand,1991,13.67,18.9,9.25,12.08,15.862,13.83,6.91,6.91,6.91,11.52,2.168,2.998,1.467,1.916,2.194,1.096,1.096,1.096,1.827,13.959336159206837,12.783800000000001,41.97,0.3257088396473672,Cold War (1946-1991)
Thailand,1992,13.67,18.9,9.25,9.1,17.754,14.72,7.36,7.36,7.36,12.27,2.427,3.356,1.642,1.616,2.613,1.307,1.307,1.307,2.178,11.927877947295439,14.249,42.87,0.3188710053650572,Post-Cold-War (1992-2007)
Thailand,1993,13.67,18.9,9.25,6.81,20.236,15.41,7.71,7.71,7.71,12.84,2.766,3.825,1.872,1.378,3.118,1.56,1.56,1.56,2.598,13.97994818069166,16.0584,43.57,0.313747991737434,Post-Cold-War (1992-2007)
Thailand,1994,13.67,18.9,9.25,5.15,22.801,15.91,7.95,7.95,7.95,13.26,3.117,4.309,2.109,1.174,3.628,1.813,1.813,1.813,3.023,12.675429926863014,18.1144,44.050000000000004,0.3103291713961407,Post-Cold-War (1992-2007)
Thailand,1995,13.67,18.9,9.25,3.07,25.333,16.53,8.27,8.27,8.27,13.78,3.463,4.788,2.343,0.778,4.188,2.095,2.095,2.095,3.491,11.104776106311132,20.3972,44.69,0.30588498545535914,Post-Cold-War (1992-2007)
Thailand,1996,12.32,20.04,9.25,1.96,28.351,16.93,8.47,8.47,8.47,14.11,3.493,5.681,2.622,0.556,4.8,2.401,2.401,2.401,4.0,11.913314648876971,22.895,46.23,0.26649361886221073,Post-Cold-War (1992-2007)
Thailand,1997,10.07,21.2,9.25,2.47,27.519,17.1,8.55,8.55,8.55,14.25,2.771,5.834,2.545,0.68,4.706,2.353,2.353,2.353,3.921,-2.9346407534125762,24.848,47.55,0.21177707676130392,Post-Cold-War (1992-2007)
Thailand,1998,7.82,19.48,9.25,1.12,25.905,18.7,9.35,9.35,9.35,15.58,2.026,5.046,2.396,0.29,4.844,2.422,2.422,2.422,4.036,-5.865038700534164,25.9818,47.43,0.16487455197132617,Post-Cold-War (1992-2007)
Thailand,1999,6.38,18.98,9.25,4.78,34.292,18.19,9.09,9.09,9.09,15.15,2.188,6.509,3.172,1.639,6.238,3.117,3.117,3.117,5.195,32.37598919127582,28.279999999999994,46.41,0.13747037276449042,Post-Cold-War (1992-2007)
Thailand,2000,8.04,28.39,9.25,8.51,23.636,13.74,6.87,6.87,6.87,11.45,1.9,6.71,2.186,2.011,3.248,1.624,1.624,1.624,2.706,-31.074303044441855,27.9406,51.379999999999995,0.15648112105877773,Post-Cold-War (1992-2007)
Thailand,2001,7.19,24.24,8.38,7.57,26.227,15.78,7.89,7.89,7.89,13.15,1.886,6.357,2.198,1.985,4.139,2.069,2.069,2.069,3.449,10.962091724488076,27.515800000000002,48.4,0.14855371900826447,Post-Cold-War (1992-2007)
Thailand,2002,5.58,16.22,8.72,6.15,37.552,19.0,9.5,9.5,9.5,15.83,2.095,6.091,3.275,2.309,7.135,3.567,3.567,3.567,5.945,43.18069165363938,29.522399999999998,43.94,0.12699135184342286,Post-Cold-War (1992-2007)
Thailand,2003,6.91,20.87,11.46,7.2,31.325,16.07,8.04,8.04,8.04,13.39,2.165,6.537,3.59,2.255,5.034,2.519,2.519,2.519,4.194,-16.58233915636983,30.6064,48.41,0.14273910349101426,Post-Cold-War (1992-2007)
Thailand,2004,6.01,21.46,10.71,7.9,37.091,16.18,8.09,8.09,8.09,13.48,2.229,7.96,3.972,2.93,6.001,3.001,3.001,3.001,5.0,18.407023144453326,31.166200000000003,48.35000000000001,0.12430196483971041,Post-Cold-War (1992-2007)
Thailand,2005,5.14,20.55,10.5,7.79,40.151,16.81,8.4,8.4,8.4,14.0,2.064,8.251,4.216,3.128,6.749,3.373,3.373,3.373,5.621,8.249979779461336,34.4692,47.85,0.10741901776384534,Post-Cold-War (1992-2007)
Thailand,2006,5.16,22.0,12.12,8.91,46.263,15.54,7.77,7.77,7.77,12.95,2.387,10.178,5.607,4.122,7.189,3.595,3.595,3.595,5.991,15.222534930636833,38.4764,49.66,0.10390656463954895,Post-Cold-War (1992-2007)
Thailand,2007,5.23,18.48,12.38,6.21,60.267,17.31,8.65,8.65,8.65,14.42,3.152,11.137,7.461,3.743,10.432,5.213,5.213,5.213,8.69,30.270410479216658,43.019400000000005,48.16,0.10859634551495018,Post-Cold-War (1992-2007)
Thailand,2008,6.48,18.16,13.5,5.42,68.834,16.93,8.46,8.46,8.46,14.11,4.46,12.5,9.293,3.731,11.654,5.823,5.823,5.823,9.713,14.21507624404732,50.5212,48.580000000000005,0.13338822560724578,Post-GFC (2008-2019)
Thailand,2009,7.25,18.18,12.46,5.49,71.827,16.99,8.49,8.49,8.49,14.16,5.207,13.058,8.95,3.943,12.203,6.098,6.098,6.098,10.171,4.348141906615899,57.468399999999995,47.620000000000005,0.15224695506089878,Post-GFC (2008-2019)
Thailand,2010,7.04,16.22,11.56,6.7,82.245,17.54,8.77,8.77,8.77,14.62,5.79,13.34,9.508,5.51,14.426,7.213,7.213,7.213,12.024,14.504295042254324,65.8872,45.31999999999999,0.15533980582524273,Post-GFC (2008-2019)
Thailand,2011,6.55,22.63,12.84,6.08,99.711,15.57,7.79,7.79,7.79,12.98,6.531,22.565,12.803,6.062,15.525,7.767,7.767,7.767,12.942,21.236549334306034,76.57679999999999,51.05,0.12830558276199805,Post-GFC (2008-2019)
Thailand,2012,6.42,21.4,12.64,6.07,102.52,16.04,8.02,8.02,8.02,13.37,6.582,21.939,12.958,6.223,16.444,8.222,8.222,8.222,13.707,2.8171415390478405,85.02739999999999,50.08,0.12819488817891375,Post-GFC (2008-2019)
Thailand,2013,6.13,19.13,12.16,5.56,115.352,17.11,8.55,8.55,8.55,14.26,7.071,22.067,14.027,6.414,19.737,9.863,9.863,9.863,16.449,12.516582130316035,94.331,48.39,0.1266790659227113,Post-GFC (2008-2019)
Thailand,2014,6.22,20.54,12.66,5.53,112.79,16.52,8.26,8.26,8.26,13.76,7.016,23.167,14.279,6.237,18.633,9.316,9.316,9.316,15.52,-2.221027810527776,102.52359999999999,49.72,0.1251005631536605,Post-GFC (2008-2019)
Thailand,2015,6.14,20.62,12.48,5.08,107.769,16.7,8.35,8.35,8.35,13.92,6.617,22.222,13.45,5.475,17.997,8.999,8.999,8.999,15.001,-4.4516357833141225,107.62839999999998,49.800000000000004,0.12329317269076304,Post-GFC (2008-2019)
Thailand,2016,6.4,19.8,13.58,4.22,112.57,16.8,8.4,8.4,8.4,14.0,7.205,22.289,15.287,4.75,18.912,9.456,9.456,9.456,15.76,4.45489890413755,110.2002,50.18,0.12754085292945397,Post-GFC (2008-2019)
Thailand,2017,6.35,18.36,13.1,5.27,120.848,17.07,8.54,8.54,8.54,14.23,7.674,22.188,15.831,6.369,20.629,10.32,10.32,10.32,17.197,7.35364661988096,113.86580000000001,48.54,0.13081994231561597,Post-GFC (2008-2019)
Thailand,2018,6.25,17.17,13.12,5.27,133.472,17.46,8.73,8.73,8.73,14.55,8.342,22.917,17.511,7.034,23.304,11.652,11.652,11.652,19.42,10.446180325698396,117.48980000000002,47.75,0.13089005235602094,Post-GFC (2008-2019)
Thailand,2019,6.43,17.01,13.28,5.35,140.616,17.38,8.69,8.69,8.69,14.48,9.042,23.919,18.674,7.523,24.439,12.219,12.219,12.219,20.361,5.352433469192053,123.05499999999999,47.669999999999995,0.13488567233060625,Post-GFC (2008-2019)
Thailand,2020,5.78,15.43,12.15,4.23,158.231,18.72,9.36,9.36,9.36,15.6,9.146,24.415,19.225,6.693,29.621,14.81,14.81,14.81,24.684,12.527023951755112,133.1474,46.3,0.1248380129589633,COVID era (2020+)
Thailand,2021,5.31,14.69,13.7,4.89,176.177,18.42,9.21,9.21,9.21,15.35,9.355,25.88,24.136,8.615,32.452,16.226,16.226,16.226,27.043,11.341646074410194,145.86880000000002,46.81,0.11343729972228155,COVID era (2020+)
Thailand,2022,5.03,14.64,16.01,5.77,152.594,17.56,8.78,8.78,8.78,14.64,7.676,22.34,24.43,8.805,26.796,13.398,13.398,13.398,22.34,-13.385969791743534,152.218,48.21,0.10433520016594068,COVID era (2020+)
Thailand,2023,4.9,14.19,15.56,5.49,148.362,17.96,8.98,8.98,8.98,14.97,7.27,21.053,23.085,8.145,26.646,13.323,13.323,13.323,22.21,-2.773372478603353,155.196,47.71000000000001,0.10270383567386292,COVID era (2020+)
Thailand,2024,4.54,13.09,15.56,5.49,151.912,18.4,9.2,9.2,9.2,15.33,6.897,19.885,23.638,8.34,27.952,13.976,13.976,13.976,23.288,2.3927959989754832,157.45520000000002,47.05,0.09649309245483528,COVID era (2020+)
Thailand,2025,4.54,12.62,15.56,5.49,165.578,18.54,9.27,9.27,9.27,15.45,7.517,20.896,25.764,9.09,30.698,15.349,15.349,15.349,25.582,8.995997682869028,158.9246,46.72,0.09717465753424658,COVID era (2020+)
